window_index,negative_log_likelihood
128,2.2128491401672363
129,2.849026679992676
130,1.5575467348098755
131,0.915956974029541
132,0.9517931342124939
133,0.7277114391326904
134,1.7417179346084595
135,0.5080329775810242
136,1.3644658327102661
137,2.237488031387329
138,1.286234974861145
139,2.2652957439422607
140,1.416929841041565
141,1.6300071477890015
142,0.24164950847625732
143,0.560975193977356
144,3.7853338718414307
145,0.2824842035770416
146,0.825167179107666
147,0.800136387348175
148,3.111013412475586
149,1.3026963472366333
150,1.8575206995010376
151,3.490004539489746
152,1.0379607677459717
153,1.568161964416504
154,1.437309741973877
155,0.7804303765296936
156,0.30346375703811646
157,0.7265103459358215
158,1.0822616815567017
159,1.5769885778427124
160,1.5395487546920776
161,0.252835214138031
162,2.324086904525757
163,0.252835214138031
164,2.5483405590057373
165,0.9133832454681396
166,1.0448517799377441
167,0.252835214138031
168,0.252835214138031
169,0.74271559715271
170,0.6840304732322693
171,1.3211095333099365
172,1.1073635816574097
173,1.0989760160446167
174,1.0448517799377441
175,2.940896987915039
176,1.0943872928619385
177,1.7986186742782593
178,0.6613776087760925
179,1.5098694562911987
180,0.7966229319572449
181,1.2984399795532227
182,0.6613776087760925
183,2.546381950378418
184,6.023365497589111
185,2.0299930572509766
186,1.629715919494629
187,2.4981443881988525
188,2.127189874649048
189,1.3509492874145508
190,1.4284664392471313
191,1.7770859003067017
192,0.5064607262611389
193,3.038365364074707
194,0.364477276802063
195,1.170505404472351
196,2.2915689945220947
197,1.0032849311828613
198,1.234151005744934
199,2.911379814147949
200,2.1940014362335205
201,0.26576700806617737
202,0.5012009739875793
203,0.364477276802063
204,1.1671737432479858
205,0.9473889470100403
206,1.4388327598571777
207,1.3193118572235107
208,1.3820604085922241
209,0.470910906791687
210,0.470910906791687
211,0.470910906791687
212,0.6847670078277588
213,2.5407514572143555
214,0.24164950847625732
215,0.5012009739875793
216,1.092739224433899
217,1.5621095895767212
218,2.587110996246338
219,1.787915587425232
220,0.24164950847625732
221,1.0485275983810425
222,0.8118000626564026
223,1.562656283378601
224,0.7764717936515808
225,1.9608410596847534
226,0.7130706906318665
227,0.6071216464042664
228,1.0119785070419312
229,0.6071216464042664
230,0.7130706906318665
231,0.6071216464042664
232,1.6165574789047241
233,0.9373679161071777
234,2.9839305877685547
235,1.5706195831298828
236,1.1865235567092896
237,1.6528149843215942
238,2.0662004947662354
239,0.26576700806617737
240,2.5989439487457275
241,2.811166763305664
242,0.5466893315315247
243,2.3338441848754883
244,1.3201699256896973
245,1.7907710075378418
246,2.0727503299713135
247,0.8797380328178406
248,1.3356865644454956
249,3.137723684310913
250,2.7701635360717773
251,2.309730291366577
252,0.2747861444950104
253,0.34621426463127136
254,0.48023971915245056
255,0.48023971915245056
256,0.48023971915245056
257,0.48023971915245056
258,1.2110722064971924
259,1.2110722064971924
260,1.2110722064971924
261,1.2110722064971924
262,1.2110722064971924
263,1.2110722064971924
264,1.2110722064971924
265,1.2110722064971924
266,1.2110722064971924
267,1.2110722064971924
268,1.2110722064971924
269,1.9807543754577637
270,2.7061398029327393
271,2.665659189224243
272,3.0919759273529053
273,1.3374805450439453
274,3.304330587387085
275,1.396429181098938
276,1.4020015001296997
277,1.9989843368530273
278,3.364980697631836
279,2.571316719055176
280,0.9007173180580139
281,0.24164950847625732
282,0.9517931342124939
283,0.9040586948394775
284,0.4090210199356079
285,0.9666708111763
286,3.2426137924194336
287,1.5897512435913086
288,0.7230417132377625
289,3.4571826457977295
290,2.870018720626831
291,2.84759259223938
292,2.5939557552337646
293,0.2694064676761627
294,1.8760048151016235
295,1.7781544923782349
296,1.2564910650253296
297,1.172202706336975
298,0.15500660240650177
299,1.5795130729675293
300,1.2918310165405273
301,0.021971439942717552
302,1.5282922983169556
303,2.15556263923645
304,1.3767937421798706
305,2.1721811294555664
306,0.364477276802063
307,2.2538344860076904
308,0.4811645746231079
309,0.9238867163658142
310,1.063116431236267
311,1.4301276206970215
312,1.267702579498291
313,1.7615329027175903
314,1.51643705368042
315,1.9295125007629395
316,1.063116431236267
317,1.51643705368042
318,1.2254194021224976
319,1.063116431236267
320,1.537208080291748
321,1.537208080291748
322,0.9467715620994568
323,5.084255218505859
324,4.210788726806641
325,3.3263862133026123
